,date,4. close,1. open,2. high,3. low,6. volume,SMA_10,EMA_10,SMA_20,EMA_20,SMA_30,EMA_30,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,HMA_9,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,WILLR_14,CCI_20_0.015,MOM_10,BULLP_13,BEARP_13,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,UO_7_14_28,s_SMA_10,s_EMA_10,s_SMA_20,s_EMA_20,s_SMA_30,s_EMA_30,s_SMA_50,s_EMA_50,s_SMA_100,s_EMA_100,s_SMA_200,s_EMA_200,s_HMA,s_MACD,s_RSI,s_STOCHRSI,s_WILLR,s_MOM,s_ERI,s_CCI,s_BBANDS,s_UO
0,1999-11-01,69.13,68.06,71.88,66.31,12824100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1999-11-02,66.44,69.75,70.0,65.06,13243200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1999-11-03,65.81,68.19,68.5,65.0,10772100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1999-11-04,63.06,67.19,67.19,61.0,16759200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1999-11-05,64.94,64.75,65.5,62.25,11091400.0,,,,,,,,,,,,,,,,,,,,,,,,,61.90440888307974,65.876,69.84759111692027,12.057778605016289,0.3821630962950411,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1999-11-08,78.0,64.81,80.0,63.5,32339400.0,,,,,,,,,,,,,,,,,,,,,,,,,57.05247576082037,67.65,78.24752423917964,31.330448600678885,0.9883216007062985,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1999-11-09,70.81,80.88,83.06,70.0,26477100.0,,,,,,,,,,,,,,,,,,,,,,,,,57.75045759278779,68.524,79.2975424072122,31.44458118969181,0.6060932381196027,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1999-11-10,72.0,71.56,75.0,70.13,11506700.0,,,,,,,,,,,,,,,,,,,,,,,,,59.09841411156642,69.762,80.42558588843357,30.571330777310216,0.6049365580872511,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1999-11-11,73.0,74.75,75.0,71.38,9293900.0,,,,,,,,,,,,,,,,,,,,,,,,,63.36204673355892,71.75,80.13795326644107,23.381054401229484,0.5745116216253292,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1999-11-12,74.94,73.75,75.0,70.81,10319600.0,69.813,69.81300000000002,,,,,,,,,,,,,,,,,,,,,,,68.7103809667794,73.75,78.7896190332206,13.666763479920279,0.6180644798898142,,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
